,UNITID,INSTNM,CITY,STABBR,ZIP,ADM_RATE,UGDS,TUITIONFEE_IN,MN_EARN_WNE_P10
606,130837,Margaret H Rollins School of Nursing at Beebe Medical Center,Lewes,DE,19958,,65.0,,
607,130873,Dawn Career Institute LLC,Newark,DE,19702,,128.0,,
608,130907,Delaware Technical Community College-Terry,Dover,DE,19901,,12152.0,4904.0,
609,130934,Delaware State University,Dover,DE,19901,0.4917,3835.0,7868.0,
610,130943,University of Delaware,Newark,DE,19716,0.6639,19060.0,13680.0,
611,130989,Goldey-Beacom College,Wilmington,DE,19808,0.5323,730.0,24300.0,
612,131061,Schilling-Douglas School of Hair Design LLC,Newark,DE,19711,,123.0,,
613,131098,Wesley College,Dover,DE,19901-3875,0.6182,1163.0,26406.0,
614,131113,Wilmington University,New Castle,DE,19720,,8377.0,11210.0,
615,131159,American University,Washington,DC,20016-8001,0.3154,7485.0,48459.0,
616,131283,The Catholic University of America,Washington,DC,20064,0.8368,3294.0,45804.0,
617,131399,University of the District of Columbia,Washington,DC,20008,,3656.0,5888.0,
618,131405,Pontifical Faculty of the Immaculate Conception at the Dominican House of Studies,Washington,DC,20017-1585,,,,
619,131450,Gallaudet University,Washington,DC,20002-3695,0.5706,1112.0,17038.0,
620,131469,George Washington University,Washington,DC,20052,0.4187,12161.0,55230.0,
621,131496,Georgetown University,Washington,DC,20057-0001,0.1452,7089.0,54104.0,
622,131520,Howard University,Washington,DC,20059-0001,0.3159,6166.0,26756.0,
623,131803,Strayer University-District of Columbia,Washington,DC,20005,,718.0,13380.0,
624,131830,National Conservatory of Dramatic Arts,Washington,DC,20007,0.8,41.0,10200.0,
625,131876,Trinity Washington University,Washington,DC,20017-1094,0.9512,1364.0,24150.0,
626,131973,Wesley Theological Seminary,Washington,DC,20016-5690,,,,
1385,161688,Allegany College of Maryland,Cumberland,MD,21502-2596,,1833.0,4220.0,
1386,161767,Anne Arundel Community College,Arnold,MD,21012-1895,,10720.0,4670.0,
1387,161800,Award Beauty School,Hagerstown,MD,21740-5610,,130.0,,
1388,161855,Baltimore Studio of Hair Design,Baltimore,MD,21201-3444,,35.0,,
1389,161864,Baltimore City Community College,Baltimore,MD,21215-7893,,4093.0,3146.0,
1390,161873,University of Baltimore,Baltimore,MD,21201-5720,0.784,2486.0,8958.0,
1391,162007,Bowie State University,Bowie,MD,20715-9465,0.3801,5197.0,8234.0,
1392,162061,Capitol Technology University,Laurel,MD,20708,0.6890000000000001,427.0,25540.0,
1393,162104,Cecil College,North East,MD,21901-1900,,2045.0,4500.0,
1394,162122,College of Southern Maryland,La Plata,MD,20646-0910,,6399.0,3825.0,
1395,162168,Chesapeake College,Wye Mills,MD,21679-0008,,1621.0,3818.0,
1396,162210,Washington Adventist University,Takoma Park,MD,20912,0.5194,836.0,23900.0,
1397,162283,Coppin State University,Baltimore,MD,21216-3698,0.3821,2326.0,8873.0,
1398,162335,Delmarva Beauty Academy,Salisbury,MD,21804-6952,,52.0,,
1399,162371,North American Trade Schools,Baltimore,MD,21244,,453.0,,
1400,162557,Frederick Community College,Frederick,MD,21702-2964,,4462.0,3578.0,
1401,162584,Frostburg State University,Frostburg,MD,21532-1099,0.7831,4359.0,9172.0,
1402,162609,Garrett College,McHenry,MD,21541,,525.0,4088.0,
1403,162654,Goucher College,Baltimore,MD,21204-2794,0.8041,1523.0,44300.0,
1404,162681,Purdue University Global-Hagerstown,Hagerstown,MD,21742,,409.0,14343.0,
1405,162690,Hagerstown Community College,Hagerstown,MD,21742-6514,,3241.0,4260.0,
1406,162706,Harford Community College,Bel Air,MD,21015-1698,,4711.0,3715.0,
1407,162760,Hood College,Frederick,MD,21701,0.7138,1063.0,39492.0,
1408,162779,Howard Community College,Columbia,MD,21044-3197,,8598.0,3936.0,
1409,162830,Aveda Institute-Maryland,Bel Air,MD,21014-3639,,32.0,,
1410,162928,Johns Hopkins University,Baltimore,MD,21218-2688,0.1148,5567.0,53740.0,
1411,163028,Lincoln College of Technology-Columbia,Columbia,MD,21046,,749.0,,
1412,163046,Loyola University Maryland,Baltimore,MD,21210-2699,0.7874,3860.0,48920.0,
1413,163204,University of Maryland Global Campus,Adelphi,MD,20783-8010,,44071.0,7416.0,
1414,163259,University of Maryland Baltimore,Baltimore,MD,21201-1627,,892.0,,
1415,163268,University of Maryland-Baltimore County,Baltimore,MD,21250,0.5794,11156.0,11778.0,
1416,163286,University of Maryland-College Park,College Park,MD,20742,0.4716,30184.0,10595.0,
1417,163295,Maryland Institute College of Art,Baltimore,MD,21217-4134,0.6426,1774.0,48630.0,
1418,163338,University of Maryland Eastern Shore,Princess Anne,MD,21853-1299,0.5411,2538.0,8302.0,
1419,163347,Fortis Institute-Towson,Towson,MD,21204-9840,,359.0,,
1420,163408,Montgomery Beauty School,Silver Spring,MD,20901,,133.0,,
1421,163426,Montgomery College,Rockville,MD,20850,,18175.0,5178.0,
1422,163453,Morgan State University,Baltimore,MD,21251-0001,0.6625,6404.0,7900.0,
1423,163462,Mount St. Mary's University,Emmitsburg,MD,21727-7799,0.6813,1822.0,41350.0,
1424,163532,Ner Israel Rabbinical College,Baltimore,MD,21208,0.8409,249.0,12400.0,
1425,163541,Hair Academy Inc-New Carrollton,New Carrollton,MD,20784,,379.0,,
1426,163578,Notre Dame of Maryland University,Baltimore,MD,21210-2476,0.8763,835.0,36900.0,
1427,163657,Prince George's Community College,Largo,MD,20774-2199,,10173.0,3770.0,
1428,163754,Robert Paul Academy of Cosmetology Arts & Sciences,Timonium,MD,21093,,34.0,,
1429,163815,Maryland Beauty Academy of Essex,Baltimore,MD,21224,,67.0,,
1430,163851,Salisbury University,Salisbury,MD,21801-6862,0.6217,7444.0,9824.0,
1431,163912,St. Mary's College of Maryland,St. Mary's City,MD,20686,0.8006,1538.0,14806.0,
1432,163976,St. John's College,Annapolis,MD,21401,0.5761,474.0,53343.0,
1433,164076,Towson University,Towson,MD,21252-0001,0.79,19623.0,9940.0,
1434,164085,Maryland University of Integrative Health,Laurel,MD,20723,,,,
1435,164155,United States Naval Academy,Annapolis,MD,21402-5000,0.0854,4512.0,,
1436,164173,Stevenson University,Stevenson,MD,21153-0641,0.7316,3087.0,36242.0,
1437,164216,Washington College,Chestertown,MD,21620-1438,0.6357,1342.0,46978.0,
1438,164270,McDaniel College,Westminster,MD,21157,0.6431,1542.0,43260.0,
1439,164313,Wor-Wic Community College,Salisbury,MD,21804-7131,,2442.0,3240.0,
2828,210474,Jolie Hair and Beauty Academy-Hazleton,Hazleton,PA,18201,,63.0,,
2829,210492,Bryn Athyn College of the New Church,Bryn Athyn,PA,19009-0711,0.888,294.0,22860.0,
2830,210508,Academy of Vocal Arts,Philadelphia,PA,19103-6685,,,,
2831,210571,Albright College,Reading,PA,19612-5234,0.62,1897.0,45306.0,
2832,210599,All-State Career School,Essington,PA,19029,,316.0,,
2833,210605,Community College of Allegheny County,Pittsburgh,PA,15233-1895,,14497.0,4315.0,
2834,210669,Allegheny College,Meadville,PA,16335-3902,0.6361,1735.0,47540.0,
2835,210711,The  Beauty Institute,Allentown,PA,18109-1629,,31.0,,
2836,210739,DeSales University,Center Valley,PA,18034-9568,0.7853,2449.0,37400.0,
2837,210748,Altoona Beauty School Inc,Altoona,PA,16602-6039,,40.0,,
2838,210775,Alvernia University,Reading,PA,19607-1799,0.6838,2176.0,34900.0,
2839,210784,The Beauty Institute-Ambler,Ambler,PA,19002,,104.0,,
2840,210809,American College of Financial Services,King of Prussia,PA,19406,,9121.0,,
2841,211006,Automotive Training Center-Exton,Exton,PA,19341-1310,,290.0,,
2842,211024,Clarks Summit University,South Abington Township,PA,18411-1250,0.5071,531.0,23890.0,
2843,211079,Community College of Beaver County,Monaca,PA,15061-2588,,1634.0,5970.0,
2844,211088,Arcadia University,Glenside,PA,19038-3295,0.6416,2003.0,43580.0,
2845,211130,Missio Theological Seminary,Philadelphia,PA,19123,,,,
2846,211149,Bidwell Training Center Inc,Pittsburgh,PA,15233,0.6923,115.0,,
2847,211158,Bloomsburg University of Pennsylvania,Bloomsburg,PA,17815,0.7678,7920.0,10958.0,
2848,211273,Bryn Mawr College,Bryn Mawr,PA,19010,0.3408,1353.0,52360.0,
2849,211291,Bucknell University,Lewisburg,PA,17837,0.3304,3583.0,56092.0,
2850,211307,Bucks County Community College,Newtown,PA,18940-4106,,7104.0,4513.0,
2851,211316,Bucks County School of Beauty Culture Inc,Feasterville,PA,19053-7368,,67.0,,
2852,211334,Butler Beauty Academy,Butler,PA,16001,,26.0,,
2853,211343,Butler County Community College,Butler,PA,16002,,2780.0,4950.0,
2854,211352,Cabrini University,Radnor,PA,19087-3698,0.7189,1557.0,31920.0,
2855,211361,California University of Pennsylvania,California,PA,15419-1394,0.9699,5063.0,11108.0,
2856,211431,Carlow University,Pittsburgh,PA,15213-3165,0.8664,1314.0,29454.0,
2857,211440,Carnegie Mellon University,Pittsburgh,PA,15213-3890,0.1712,6483.0,55465.0,
2858,211468,Cedar Crest College,Allentown,PA,18104-6196,0.5719,1303.0,39216.0,
2859,211477,Central Penn College,Summerdale,PA,17093-0309,0.7240000000000001,1020.0,18714.0,
2860,211556,Chatham University,Pittsburgh,PA,15232,0.5538,1059.0,37611.0,
2861,211583,Chestnut Hill College,Philadelphia,PA,19118-2693,0.9603,1284.0,36180.0,
2862,211608,Cheyney University of Pennsylvania,Cheyney,PA,19319-0200,,466.0,10533.0,
2863,211635,Citizens School of Nursing,Tarentum,PA,15084,0.5,165.0,,
2864,211644,Clarion University of Pennsylvania,Clarion,PA,16214,0.941,3849.0,11175.0,
2865,211802,DLP Conemaugh Memorial Medical Center,Johnstown,PA,15905-4398,0.8571,212.0,,
2866,211893,Curtis Institute of Music,Philadelphia,PA,19103,0.0455,130.0,2900.0,
2867,211909,Dean Institute of Technology,Pittsburgh,PA,15226-1197,,146.0,14550.0,
2868,211927,Delaware County Community College,Media,PA,19063-1094,,11314.0,5520.0,
2869,211981,Delaware Valley University,Doylestown,PA,18901-2697,0.6566,1884.0,39440.0,
2870,212009,Dickinson College,Carlisle,PA,17013-2896,0.4914,2353.0,54661.0,
2871,212018,Pennsylvania State University-Dickinson Law,Carlisle,PA,17013-2861,,,,
2872,212045,Douglas Education Center,Monessen,PA,15062,,213.0,18980.0,
2873,212054,Drexel University,Philadelphia,PA,19104,0.7694,15557.0,53244.0,
2874,212106,Duquesne University,Pittsburgh,PA,15282,0.7185,6008.0,38178.0,
2875,212115,East Stroudsburg University of Pennsylvania,East Stroudsburg,PA,18301-2999,0.8156,5599.0,11502.0,
2876,212133,Eastern University,Saint Davids,PA,19087-3696,0.6843,1844.0,32947.0,
2877,212160,Edinboro University of Pennsylvania,Edinboro,PA,16444-0001,0.8,3498.0,10574.0,
2878,212197,Elizabethtown College,Elizabethtown,PA,17022-2298,0.7572,1602.0,46940.0,
2879,212230,Empire Beauty School-Lebanon,Lebanon,PA,17042,,42.0,,
2880,212267,Empire Beauty School-York,York,PA,17402,,113.0,,
2881,212276,Empire Beauty School-Lancaster,Lancaster,PA,17603,,83.0,,
2882,212294,Empire Beauty School-Shamokin Dam,Shamokin Dam,PA,17876,,57.0,,
2883,212300,Empire Beauty School-Pottsville,Pottsville,PA,17901,,48.0,,
2884,212328,Empire Beauty  School-Lehigh Valley,Whitehall,PA,18052,,93.0,,
2886,212355,Empire Beauty School-Wyoming Valley,Moosic,PA,18507,,137.0,,
2887,212373,Empire Beauty School-Warminster,Warminster,PA,18974,,21.0,,
2888,212382,Empire Beauty School-Harrisburg,Harrisburg,PA,17109,,114.0,,
2889,212391,Empire Beauty School-Reading,Reading,PA,19605,,101.0,,
2890,212434,Erie Institute of Technology Inc,Erie,PA,16565,,182.0,14990.0,
2891,212443,Evangelical Theological Seminary,Myerstown,PA,17067-1222,,,,
2892,212452,Faith Theological Seminary,Baltimore,MD,21212-2624,0.5,46.0,6760.0,
2893,212568,Aria Health School of Nursing,Trevose,PA,19053-6939,,98.0,,
2894,212577,Franklin and Marshall College,Lancaster,PA,17604-3003,0.3532,2298.0,56550.0,
2895,212601,Gannon University,Erie,PA,16541-0001,0.8085,2733.0,32136.0,
2896,212656,Geneva College,Beaver Falls,PA,15010-3599,0.6332,1263.0,27230.0,
2897,212674,Gettysburg College,Gettysburg,PA,17325,0.4541,2441.0,54480.0,
2898,212753,Empire Beauty School-NE Philadelphia,Philadelphia,PA,19154,,98.0,,
2899,212771,Gratz College,Melrose Park,PA,19027-3010,,73.0,,
2900,212805,Grove City College,Grove City,PA,16127-2104,0.7905,2291.0,17930.0,
2901,212832,Gwynedd Mercy University,Gwynedd Valley,PA,19437-0901,0.92,1943.0,33600.0,
2902,212869,Harcum College,Bryn Mawr,PA,19010-3470,,1310.0,24200.0,
2903,212878,Harrisburg Area Community College,Harrisburg,PA,17110-2999,,15099.0,6683.0,
2904,212911,Haverford College,Haverford,PA,19041-1392,0.1879,1305.0,54838.0,
2905,212975,Commonwealth Technical Institute,Johnstown,PA,15905-3092,,175.0,12594.0,
2906,212984,Holy Family University,Philadelphia,PA,19114-2009,0.7198,1903.0,30346.0,
2907,212993,Hussian College School of Art,Philadelphia,PA,19130,0.5,81.0,21990.0,
2908,213011,Immaculata University,Immaculata,PA,19345,0.8076,1285.0,27350.0,
2909,213020,Indiana University of Pennsylvania-Main Campus,Indiana,PA,15705-1098,0.93,9069.0,12979.0,
2910,213163,UPMC Jameson School of Nursing,New Castle,PA,16105,1.0,56.0,12345.0,
2911,213181,Great Lakes Institute of Technology,Erie,PA,16509-2482,,200.0,,
2912,213215,Jolie Hair and Beauty Academy-Wilkes-Barre,Wilkes Barre,PA,18702,,101.0,,
2913,213233,Johnson College,Scranton,PA,18508-1495,0.9643,422.0,18991.0,
2914,213251,Juniata College,Huntingdon,PA,16652-2196,0.7017,1304.0,45597.0,
2915,213303,Keystone College,La Plume,PA,18440-0200,0.706,1190.0,26720.0,
2916,213321,King's College,Wilkes-Barre,PA,18711-0801,0.7759,2122.0,37226.0,
2917,213330,Butler Beauty Academy-Kittanning Beauty Academy,Kittanning,PA,16201,,10.0,,
2918,213349,Kutztown University of Pennsylvania,Kutztown,PA,19530-0730,0.831,7335.0,10802.0,
2919,213358,La Roche University,Pittsburgh,PA,15237-5898,0.9939,1262.0,28564.0,
2920,213367,La Salle University,Philadelphia,PA,19141-1199,0.8118,3766.0,30710.0,
2921,213376,Lackawanna College,Scranton,PA,18509-3206,,1738.0,15660.0,
2922,213385,Lafayette College,Easton,PA,18042-1768,0.2939,2616.0,53630.0,
2923,213400,Lancaster Bible College,Lancaster,PA,17601-5036,0.6357,1530.0,25270.0,
2924,213446,Lancaster Theological Seminary,Lancaster,PA,17603-2897,,,,
2925,213455,Lancaster School of Cosmetology & Therapeutic Bodywork,Lancaster,PA,17602,,202.0,,
2926,213473,Lansdale School of Business,North Wales,PA,19454-4114,,131.0,11100.0,
2927,213491,Lansdale School of Cosmetology Inc,Lansdale,PA,19446-2003,,46.0,,
2928,213507,Lebanon Valley College,Annville,PA,17003-1400,0.7821,1684.0,43650.0,
2929,213525,Lehigh Carbon Community College,Schnecksville,PA,18078-2598,,5620.0,4080.0,
2930,213534,Platt College-Berks Technical Institute,Wyomissing,PA,19610-1168,,777.0,,
2931,213543,Lehigh University,Bethlehem,PA,18015,0.2233,5030.0,52930.0,
2932,213552,Levittown Beauty Academy,Levittown,PA,19054,,77.0,,
2933,213570,Lincoln Technical Institute-Allentown,Allentown,PA,18104-9889,,600.0,,
2934,213589,Lincoln Technical Institute-Philadelphia,Philadelphia,PA,19136,,318.0,,
2935,213598,Lincoln University,Lincoln University,PA,19352-0999,0.4927,2113.0,11036.0,
2936,213613,Lock Haven University,Lock Haven,PA,17745-2390,0.9434,3020.0,10878.0,
2937,213622,St Margaret School of Nursing,Pittsburgh,PA,15238-3250,0.5556,102.0,15315.0,
2938,213631,United Lutheran Seminary,Gettysburg,PA,17325-1795,,,,
2939,213659,Luzerne County Community College,Nanticoke,PA,18634-3899,,4372.0,5430.0,
2940,213668,Lycoming College,Williamsport,PA,17701-5192,0.6559999999999999,1131.0,40315.0,
2941,213774,Manor College,Jenkintown,PA,19046-3399,0.9382,643.0,17179.0,
2942,213783,Mansfield University of Pennsylvania,Mansfield,PA,16933,0.9235,1552.0,12330.0,
2943,213826,Marywood University,Scranton,PA,18509-1598,0.7636,1810.0,34910.0,
2944,213914,Vet Tech Institute,Pittsburgh,PA,15222-3400,,337.0,15020.0,
2945,213932,Roxborough Memorial Hospital School of Nursing,Philadelphia,PA,19128,,159.0,,
2946,213987,Mercyhurst University,Erie,PA,16546,0.5981,2374.0,37170.0,
2947,213996,Messiah College,Mechanicsburg,PA,17055,0.7889,2633.0,35160.0,
2948,214023,The Workforce Institute's City College,Philadelphia,PA,19140-2302,0.5,8.0,12097.0,
2949,214041,Millersville University of Pennsylvania,Millersville,PA,17551-0302,0.7796,6597.0,12226.0,
2950,214069,Misericordia University,Dallas,PA,18612-1098,0.8263,1997.0,33240.0,
2951,214111,Montgomery County Community College,Blue Bell,PA,19422-0796,,8653.0,5730.0,
2952,214148,Moore College of Art and Design,Philadelphia,PA,19103-1179,0.5195,372.0,41424.0,
2953,214157,Moravian College,Bethlehem,PA,18018-6650,0.7282,2061.0,43636.0,
2954,214166,Mount Aloysius College,Cresson,PA,16630-1999,0.9163,1155.0,23110.0,
2955,214175,Muhlenberg College,Allentown,PA,18104,0.6179,2285.0,52595.0,
2956,214272,Neumann University,Aston,PA,19014-1298,0.6902,1907.0,31400.0,
2957,214290,New Castle School of Trades,New Castle,PA,16101,1.0,454.0,,
2958,214379,Northampton County Area Community College,Bethlehem,PA,18020-7599,,8952.0,4380.0,
2959,214476,Ohio Valley Hospital School of Nursing,McKees Rocks,PA,15136,0.7368,80.0,16300.0,
2960,214528,Orleans Technical College,Philadelphia,PA,19114-1014,0.4266,284.0,,
2961,214564,Salus University,Elkins Park,PA,19027-6262,,,,
2962,214582,Pennsylvania Institute of Technology,Media,PA,19063-4098,,404.0,13365.0,
2963,214591,Pennsylvania State University-Penn State Erie-Behrend College,Erie,PA,16563-0001,0.8912,4117.0,15198.0,
2964,214607,Pennsylvania State University-Penn State Great Valley,Malvern,PA,19355-1488,,,,
2965,214616,Pennsylvania State University-College of Medicine,Hershey,PA,17033-2360,,,,
2966,214625,Pennsylvania State University-Penn State New Kensington,New Kensington,PA,15068-1765,0.8005,567.0,13702.0,
2967,214634,Pennsylvania State University-Penn State Shenango,Sharon,PA,16146-1537,0.7455,317.0,13342.0,
2968,214643,Pennsylvania State University-Penn State Wilkes-Barre,Lehman,PA,18627-0217,0.8601,401.0,13586.0,
2969,214652,Pennsylvania State University-Penn State Scranton,Dunmore,PA,18512-1602,0.8228,970.0,14468.0,
2970,214670,Pennsylvania State University-Penn State Lehigh Valley,Center Valley,PA,18034-8447,0.8536,841.0,14468.0,
2971,214689,Pennsylvania State University-Penn State Altoona,Altoona,PA,16601-3777,0.9088,3220.0,15198.0,
2972,214698,Pennsylvania State University-Penn State Beaver,Monaca,PA,15061-2764,0.6433,576.0,13702.0,
2973,214704,Pennsylvania State University-Penn State Berks,Reading,PA,19610-1016,0.8723,2509.0,15198.0,
2974,214713,Pennsylvania State University-Penn State Harrisburg,Middletown,PA,17057-4846,0.8775,4162.0,15198.0,
2975,214731,Pennsylvania State University-Penn State Brandywine,Media,PA,19063-5522,0.8685,1313.0,14468.0,
2976,214740,Pennsylvania State University-Penn State DuBois,DuBois,PA,15801-2549,0.8459,476.0,13702.0,
2977,214759,Pennsylvania State University-Penn State Fayette- Eberly,Lemont Furnace,PA,15456-1025,0.8045,637.0,13702.0,
2978,214768,Pennsylvania State University-Penn State Hazleton,Hazleton,PA,18202-8025,0.8584,634.0,14468.0,
2979,214777,Pennsylvania State University-Main Campus,University Park,PA,16802-1503,0.5649,40108.0,18454.0,
2980,214786,Pennsylvania State University-Penn State Greater Allegheny,McKeesport,PA,15132-7644,0.8728,456.0,13702.0,
2981,214795,Pennsylvania State University-Penn State Mont Alto,Mont Alto,PA,17237-9700,0.7617,710.0,13702.0,
2982,214801,Pennsylvania State University-Penn State Abington,Abington,PA,19001-3918,0.8475,3683.0,14524.0,
2983,214810,Pennsylvania State University-Penn State Schuylkill,Schuylkill Haven,PA,17972-2202,0.7367,564.0,14468.0,
2984,214829,Pennsylvania State University-Penn State York,York,PA,17403-3326,0.8534,888.0,14468.0,
2985,214883,Peirce College,Philadelphia,PA,19102-4699,,1260.0,15060.0,
2986,214892,Penn Commercial Business/Technical School,Washington,PA,15301-6822,0.8,237.0,19129.0,
2987,214944,Pennco Tech-Bristol,Bristol,PA,19007,,368.0,,
2988,214971,Pennsylvania Academy of the Fine Arts,Philadelphia,PA,19102-1510,0.9017,199.0,38878.0,
2989,215008,Pennsylvania Gunsmith School,Pittsburgh,PA,15202-2637,,72.0,,
2990,215044,Cortiva Institute-King of Prussia,King of Prussia,PA,19406,,128.0,,
2991,215053,Pennsylvania College of Art and Design,Lancaster,PA,17608-0059,0.4352,251.0,25850.0,
2992,215062,University of Pennsylvania,Philadelphia,PA,19104-6303,0.0841,10764.0,55584.0,
2993,215105,The University of the Arts,Philadelphia,PA,19102-4901,0.7517,1717.0,44930.0,
2994,215114,Cairn University-Langhorne,Langhorne,PA,19047-2990,0.7607,776.0,27279.0,
2995,215123,Philadelphia College of Osteopathic Medicine,Philadelphia,PA,19131,,,,
2996,215132,University of the Sciences,Philadelphia,PA,19104-4495,0.6327,1225.0,25000.0,
2997,215239,Community College of Philadelphia,Philadelphia,PA,19130-3991,,15470.0,5142.0,
2998,215266,University of Pittsburgh-Bradford,Bradford,PA,16701,0.4913,1246.0,13900.0,
2999,215275,University of Pittsburgh-Greensburg,Greensburg,PA,15601-5860,0.6403,1506.0,13890.0,
3000,215284,University of Pittsburgh-Johnstown,Johnstown,PA,15904,0.6511,2598.0,13876.0,
3001,215293,University of Pittsburgh-Pittsburgh Campus,Pittsburgh,PA,15260,0.5927,19127.0,19080.0,
3002,215309,University of Pittsburgh-Titusville,Titusville,PA,16354,0.503,223.0,11788.0,
3003,215336,Beaver Falls Beauty Academy,Beaver Falls,PA,15010-4208,,26.0,,
3004,215381,Pittsburgh Institute of Aeronautics,West Mifflin,PA,15122,,499.0,21589.0,
3005,215390,Pittsburgh Institute of Mortuary Science Inc,Pittsburgh,PA,15206-3706,0.6273,217.0,,
3006,215415,Pittsburgh Technical College,Oakdale,PA,15071,,1648.0,16801.0,
3007,215424,Pittsburgh Theological Seminary,Pittsburgh,PA,15206-2596,,,,
3008,215442,Point Park University,Pittsburgh,PA,15222-1984,0.6507,3170.0,31450.0,
3009,215479,Joseph F McCloskey School of Nursing,Pottsville,PA,17901,,65.0,,
3010,215530,The Salon Professional Academy-Altoona,Altoona,PA,16601-2419,,71.0,,
3011,215585,Reading Area Community College,Reading,PA,19602,,3381.0,5580.0,
3012,215594,Reading Hospital School of Health Sciences,Reading,PA,19611,0.2992,329.0,10365.0,
3013,215619,Reconstructionist Rabbinical College,Wyncote,PA,19095-1898,,,,
3014,215628,Reformed Presbyterian Theological Seminary,Pittsburgh,PA,15208-2594,,,,
3015,215637,The Restaurant School at Walnut Hill College,Philadelphia,PA,19104,0.9256,335.0,23550.0,
3016,215655,Robert Morris University,Moon Township,PA,15108-1189,0.8413,3979.0,30300.0,
3017,215682,Rosedale Technical College,Pittsburgh,PA,15205-9791,0.8109,417.0,14530.0,
3018,215691,Rosemont College,Rosemont,PA,19010-1699,0.8866,544.0,19900.0,
3019,215743,Saint Francis University,Loretto,PA,15940,0.7538,1668.0,36410.0,
3020,215770,Saint Joseph's University,Philadelphia,PA,19131-1395,0.7632,4814.0,44974.0,
3021,215798,Saint Vincent College,Latrobe,PA,15650-2690,0.6835,1607.0,35462.0,
3022,215813,Saint Vincent Seminary,Latrobe,PA,15650-2690,,,,
3023,215886,Schuylkill Technology Center,Frackville,PA,17931,,70.0,,
3024,215929,University of Scranton,Scranton,PA,18510-4699,0.7319,3624.0,44532.0,
3025,215947,Seton Hill University,Greensburg,PA,15601,0.7499,1671.0,35748.0,
3026,215974,University of Pittsburgh Medical Center-Shadyside School of Nursing,Pittsburgh,PA,15232,0.4884,263.0,15315.0,
3027,215983,Sharon Regional School of Nursing,Sharon,PA,16146,,14.0,15006.0,
3028,215992,Laurel Technical Institute,Sharon,PA,16146,0.9341,168.0,10104.0,
3029,216010,Shippensburg University of Pennsylvania,Shippensburg,PA,17257-2299,0.8762,5343.0,12718.0,
3030,216038,Slippery Rock University of Pennsylvania,Slippery Rock,PA,16057-1383,0.7317,7436.0,10757.0,
3031,216047,Saint Charles Borromeo Seminary-Overbrook,Wynnewood,PA,19096,0.9129999999999999,62.0,20655.0,
3032,216074,South Hills Beauty Academy,Pittsburgh,PA,15216,,90.0,,
3033,216083,South Hills School of Business & Technology,State College,PA,16801-4516,0.9771,404.0,16865.0,
3034,216162,St Lukes Hospital School of Nursing,Bethlehem,PA,18015,,157.0,,
3035,216223,The Beauty Institute,Stroudsburg,PA,18360-1720,,32.0,,
3036,216278,Susquehanna University,Selinsgrove,PA,17870-1025,0.7241,2310.0,47290.0,
3037,216287,Swarthmore College,Swarthmore,PA,19081,0.0949,1544.0,52588.0,
3038,216296,Thaddeus Stevens College of Technology,Lancaster,PA,17602-3198,0.773,1233.0,8030.0,
3039,216311,Talmudical Yeshiva of Philadelphia,Philadelphia,PA,19131,0.8444,123.0,9175.0,
3040,216339,Temple University,Philadelphia,PA,19122-6096,0.5851,28965.0,16970.0,
3041,216348,Theological Seminary of the Reformed Episcopal Church,Blue Bell,PA,19422-1257,,,,
3042,216357,Thiel College,Greenville,PA,16125-2181,0.7609999999999999,704.0,31700.0,
3043,216366,Thomas Jefferson University,Philadelphia,PA,19107,0.5827,3495.0,40651.0,
3044,216418,Fortis Institute-Erie,Erie,PA,16506-1013,,194.0,13157.0,
3045,216427,Triangle Tech Inc-Erie,Erie,PA,16502-2594,,15.0,17056.0,
3046,216436,Triangle Tech Inc-Pittsburgh,Pittsburgh,PA,15214-3897,,149.0,17288.0,
3047,216445,Triangle Tech Inc-Greensburg,Greensburg,PA,15601-3304,,120.0,17252.0,
3048,216454,Triangle Tech Inc-Dubois,Falls Creek,PA,15840-3333,,111.0,17294.0,
3049,216463,Trinity Episcopal School for Ministry,Ambridge,PA,15003-2397,,,,
3050,216524,Ursinus College,Collegeville,PA,19426-1000,0.7087,1406.0,52050.0,
3051,216542,University of Valley Forge,Phoenixville,PA,19460-2373,0.5893,571.0,21341.0,
3052,216551,Valley Forge Military College,Wayne,PA,19087-3695,,306.0,29975.0,
3053,216579,Venus Beauty Academy,Sharon Hill,PA,19079,,88.0,,
3054,216597,Villanova University,Villanova,PA,19085-1699,0.2922,6819.0,53308.0,
3055,216630,Washington Hospital School of Nursing,Washington,PA,15301,,58.0,,
3056,216667,Washington & Jefferson College,Washington,PA,15301,0.8236,1336.0,47964.0,
3057,216694,Waynesburg University,Waynesburg,PA,15370-1257,0.9145,1322.0,24820.0,
3058,216746,Welder Training and Testing Institute,Allentown,PA,18109-3253,,66.0,,
3059,216764,West Chester University of Pennsylvania,West Chester,PA,19383,0.7444,14249.0,10412.0,
3060,216773,Western Pennsylvania Hospital School of Nursing,Pittsburgh,PA,15224,1.0,123.0,9639.0,
3061,216782,Pittsburgh Career Institute,Pittsburgh,PA,15219-1907,,136.0,25964.0,
3062,216807,Westminster College,New Wilmington,PA,16172,0.6642,1173.0,36806.0,
3063,216816,Westminster Theological Seminary,Glenside,PA,19038,,,,
3064,216825,Westmoreland County Community College,Youngwood,PA,15697-1895,,3606.0,5214.0,
3065,216852,Widener University,Chester,PA,19013-5792,0.6920000000000001,3201.0,45948.0,
